Serial Number,Title,Publication Year,Author/Organization,Link,PDF Title,"Review (1 = Updated on sheet, 2 = Found on Drive but not on sheet; 3 = Did not find on Drive)"
2824,Working towards a circular economy: an interview with Lara Pohl-Martell,2022,Gemma Hutchinson,https://blogs.lse.ac.uk/psychologylse/2022/06/14/working-towards-a-circular-economy-an-interview-with-lara-pohl-martell/,LSE_ Cricular Economy,
2825,Food: The big absentee from climate negotiations,2022,Daniele Pollicino,https://blogs.lse.ac.uk/psychologylse/2022/11/06/food-the-big-absentee-from-climate-negotiations/,LSE_ Food CLimate Negotiations,
2826,Suffocated by “The Invisible Hand” of Economics,2021,Atrina Oraee,https://blogs.lse.ac.uk/psychologylse/2021/03/16/suffocated-by-the-invisible-hand-of-economics/,LSE_ Invisible hand of economics,
2827,Making net zero count with time preferences,2022,Kitty Thompson,https://blogs.lse.ac.uk/psychologylse/2022/11/05/making-net-zero-count-with-time-preferences/,LSE_ Making Net Zero Count,
2828,Seed Education to Harvest Sustainability,2021,"Maxim Wloch
",https://blogs.lse.ac.uk/psychologylse/2021/03/30/seed-education-to-harvest-sustainability/,LSE_ Seed Education,
2824,"Freeze4Good: A Community-Based Solution for Food Security and Sustainability
",2023,"Emma Martínez Daniel, Valeria Dibisceglia, 
Tara Tibblin",https://blogs.lse.ac.uk/psychologylse/2023/06/15/freeze4good-a-community-based-solution-for-food-security-and-sustainability/,LSE- Freeze4Good,
2825,Why Did We Mobilise For COVID-19 And Not Climate Change?,2020,Peter Masone,https://blogs.lse.ac.uk/psychologylse/2020/05/17/why-did-we-mobilise-for-covid-19-and-not-climate-change/,LSE- Mobilize for climate change,
2826,Can psychology help us solve the climate crisis?,2021,Vanessa Hirneis,https://blogs.lse.ac.uk/psychologylse/2021/04/20/can-psychology-help-us-solve-the-climate-crisis/,LSE- Psychology CLimate Crisis,
2827,The role of psychology in building a more sustainable society,2021,Lara Pohl-Martell,https://blogs.lse.ac.uk/psychologylse/2021/05/17/the-role-of-psychology-in-building-a-more-sustainable-society/,LSE- Psychology Sustainable Society,
2828,Madagascar’s Path to Reducing Stunting and Improving Child Development Outcomes,2016,JUMANA QAMRUDDINCHARLOTTE KENNEDYWILLIAM W. SCHMITT,https://blogs.worldbank.org/health/madagascar-s-path-reducing-stunting-and-improving-child-development-outcomes,Madagascar’s Path to Reducing Stunting and Improving Child Development Outcomes,
2824,Making Water Safe in Kenya Through A Low-Cost Solution To A Big Problem,2012,World Bank,https://blogs.worldbank.org/developmenttalk/making-water-safe-in-kenya-through-a-low-cost-solution-to-a-big-problem,Making Water Safe in Kenya Through A Low-Cost Solution To A Big Problem,
2825,Exploring New Ways to Manage the Devastation Caused by Floods,2020,Rabindra P. Osti,https://blogs.adb.org/blog/exploring-new-ways-manage-devastation-caused-floods,manage floods new ways,
2826,Maternal Depression and Stunted Children: An Avoidable Reality,2018,PATRICIO V. MARQUEZSHEILA DUTTA,https://blogs.worldbank.org/health/maternal-depression-and-stunted-children-avoidable-reality,Maternal Depression and Stunted Children An Avoidable Reality,
2827,"MDG 1: Uneven progress in reducing extreme poverty, hunger and malnutrition",2015,JUAN FENG,https://blogs.worldbank.org/opendata/mdg-uneven-progress-reducing-extreme-poverty-hunger-and-malnutrition,"MDG 1 Uneven progress in reducing extreme poverty, hunger and malnutrition",
2828,Measuring Gender Equality: Why It Matters,2012,KHRYSTYNA KUSHNIR & PAULA TAVARES,https://blogs.worldbank.org/psd/measuring-economic-equality-mattersjust-ask-women-across-africa,Measuring GE,
2824,Measuring livestock for livelihoods,2016,VINI VAID,https://blogs.worldbank.org/opendata/measuring-livestock-livelihoods,Measuring livestock for livelihoods,
2825,How Live Remote Production Keeps Sustainability Goals Grounded,2021,Media.Monks,https://media.monks.com/articles/how-live-remote-production-keeps-sustainability-goals-grounded,Media Monks,
2826,Menstrual Hygiene: A Missing Link for Improving the Lives of Girls in Nepal,2021,Alexandra Conroy,https://blogs.adb.org/blog/menstrual-hygiene-missing-link-improving-lives-girls-nepal,Menstrual hygiene Nepal,
2827,Milk fortification in India: The journey so far,2018,EDWARD W. BRESNYANGADHA RAJ N,https://blogs.worldbank.org/endpovertyinsouthasia/milk-fortification-india-journey-so-far,Milk fortification in India The journey so far,
2828,Mitigating COVID-19's impacts on child development outcomes in Sri Lanka,2022,CHIYO KANDA,https://blogs.worldbank.org/endpovertyinsouthasia/mitigating-covid-19s-impacts-child-development-outcomes-sri-lanka,Mitigating COVID-19's impacts on child development outcomes in Sri Lanka,
2824,Mobile Phones and Literacy in Rural Communities,2010,MICHAEL TRUCANO,https://blogs.worldbank.org/edutech/MILLEE,Mobile Phones and Literacy in Rural Communities,
2825,Mobilizing against child malnutrition,2021,JUAN PABLO URIBEINGER ASHING,https://blogs.worldbank.org/voices/mobilizing-against-child-malnutrition,Mobilizing against child malnutrition,
2826,MOOCs in China are growing,2015,YIDAN WANG,https://blogs.worldbank.org/education/moocs-china-are-growing,MOOCs in China are growing,
2827,Coming to Terms with Battery Storage for Renewable Energy,2023,"Don Lambert, Yasmin Siddiqi",https://blogs.adb.org/blog/more-crops-drop-4-ways-armenia-can-conserve-water-resources-amid-changing-climate,More crops per drop,
2828,"More Jobs for Mothers, Better Health for Daughters",2011,World Bank,https://blogs.worldbank.org/impactevaluations/more-jobs-for-mothers-better-health-for-daughters-guest-post-by-kaveh-majlesi,"More Jobs for Mothers, Better Health for Daughters Guest Post by Kaveh Majlesi",
2824,Moving freely: Moving closer to gender equality,2019,SOUAD ADNANE,https://blogs.worldbank.org/opendata/moving-freely-moving-closer-gender-equality,moving freely GE,
2825,"Mozambique needs a new growth model for sustained, inclusive growth",2022,FISEHA HAILE GEBREGZIABHERFERNANDA MASSARONGO,https://blogs.worldbank.org/africacan/mozambique-needs-new-growth-model-sustained-inclusive-growth,"Mozambique needs a new growth model for sustained, inclusive growth",
2826,"Navigating A Just Transition: Leave No One Behind in the Battle Against Climate Change
",2023,Bruno Carrasco,https://blogs.adb.org/blog/navigating-just-transition-leave-no-one-behind-battle-against-climate-change,Navigating A Just Transition,
2827,New data exposes alarming child malnutrition trends,2023,MEERA SHEKARCHIARA DELL’AIRA,https://blogs.worldbank.org/health/new-data-exposes-alarming-child-malnutrition-trends,New data exposes alarming child malnutrition trends,
2828,"How the Nexus Between Water, Food and Energy Can Promote Development",2022,Jiwan Acharya,https://blogs.adb.org/blog/how-nexus-between-water-food-and-energy-can-promote-development,Nexus WFE,
2824,No More Hungry Children,2012,JOHN STEIN,https://blogs.worldbank.org/endpovertyinsouthasia/no-more-hungry-children,No More Hungry Children,
2825,"
Crossing the Finish Line: Sustaining Behavior Change for the Prevention and Elimination of NTDs",NA,Neglected tropical disease NGO network,https://www.ntd-ngonetwork.org/blog-posts/crossing-the-finish-line-sustaining-behavior-change-for-the-prevention-and-elimination-of,NTD beh change,
2826,Nurturing Technopreneurship in the Philippines,2013,MARIA SUSAN DELA RAMA,https://blogs.worldbank.org/jobs/nurturing-technopreneurship-philippines,Nurturing Technopreneurship in the Philippines,
2827,Confronting the energy crisis: Changing behaviours to reduce energy consumption,2023,OECD,https://www.oecd.org/ukraine-hub/policy-responses/confronting-the-energy-crisis-changing-behaviours-to-reduce-energy-consumption-5664e8a9/,OECD- Policy energy,
2828,Off-grid solar industry: the (r)evolution of a sustainable market,2019,DANA RESANKOVARUSSELL STURM,https://blogs.worldbank.org/energy/grid-solar-industry-revolution-sustainable-market,Off-grid solar industry,
2824,On inflation and water tariffs: What are the trends?,2020,CHRISTIAN BORJA-VEGA,https://blogs.worldbank.org/water/inflation-and-water-tariffs-what-are-trends,on inflation and water tarrifs,
2825,Open Forum on Gender Equality: It’s time to invest in girls and women,2011,DONNA BARNE,https://blogs.worldbank.org/voices/openforum-on-gender-equality-it-s-time-to-invest-in-girls-and-women,open firm on GE,
2826,"Openness in the Service of Development, Results, and Poverty Reduction",2010,MERRELL TUCK-PRIMDAHL,https://blogs.worldbank.org/developmenttalk/openness-in-the-service-of-development-results-and-poverty-reduction,"Openness in the Service of Development, Results, and Poverty Reduction",
2827,Looking through the window of opportunity and seeing gender equality,2011,MARGARET ARNOLD,https://blogs.worldbank.org/climatechange/climate-change-may-be-big-window-opportunity,opportunity GE,
2828,The Pandemic Combined with Climate Change is Hitting the Poor Hard,2020,Nathan Rive,https://blogs.adb.org/blog/pandemic-combined-climate-change-hitting-poor-hard,pandemic combined poor hard,
2824,Pathway to Empowerment: Women’s Decision-Making and Access to Water in the Pacific,2020,Ritu Verma,https://blogs.adb.org/blog/pathway-empowerment-women-s-decision-making-and-access-water-pacific,pathway to empowerment,
2825,Pathways out of extreme poverty? The cost-effectiveness of productive inclusion measures in Sahelian safety nets,2021,THOMAS BOSSUROYPATRICK PREMAND,https://blogs.worldbank.org/developmenttalk/pathways-out-extreme-poverty-cost-effectiveness-productive-inclusion-measures,Pathways out of extreme poverty,
2826,The Climate Action Agenda: Why a people-centered approach to mobility matters,2022,"RAMON MUNOZ-RASKIN, KARLA GONZALEZ CARVAJAL & NATO KURSHITASHVILI",https://blogs.worldbank.org/transport/climate-action-agenda-why-people-centered-approach-mobility-matters,People centred mobility,
2827,Persistent gender gaps and short-term solutions,2016,ANNA STEINHAGE,https://blogs.worldbank.org/developmenttalk/persistent-gender-gaps-and-short-term-solutions,Persistent gender gap,
2828,Perth’s fresh water thinking for urban water security,2020,LAUREN NICOLE CORE,https://blogs.worldbank.org/water/perths-fresh-water-thinking-urban-water-security,perth's fresh water,
2824,Picking up the pace of poverty reduction in Nigeria,2022,JONATHAN LAINMARTA SCHOCHTARA VISHWANATH,https://blogs.worldbank.org/africacan/afw-picking-pace-poverty-reduction-nigeria,Picking up the pace of poverty reduction in Nigeria,
2825,Play with your kids and make them richer,2021,MARKUS GOLDSTEIN,https://blogs.worldbank.org/impactevaluations/play-your-kids-and-make-them-richer,Play kids richer,
2826,Poverty and Rural Water,2012,ELIZABETH KLEEMEIER,https://blogs.worldbank.org/water/poverty-and-rural-water,Poverty and Rural Water,
2827,Poverty reduction at the forefront of development,2013,PUNAM CHUHAN-POLE,https://blogs.worldbank.org/developmenttalk/poverty-reduction-forefront-development,Poverty reduction at the forefront of development,
2828,Poverty Reduction: Sorting Through the Hype,2015,BERK ÖZLER,https://blogs.worldbank.org/impactevaluations/poverty-reduction-sorting-through-hype,Poverty Reduction Sorting Through the Hype,
2824,"Poverty reduction, growth, and movements in income distribution",2014,JOS VERBEEK,https://blogs.worldbank.org/developmenttalk/poverty-reduction-growth-and-movements-income-distribution,"Poverty reduction, growth, and movements in income distribution",
2825,Powering Up Africa to Reduce Poverty,2013,DAVID LAWRENCE,https://blogs.worldbank.org/psd/powering-africa-reduce-poverty,Powering Up Africa to Reduce Poverty,
2826,Prioritizing ‘inconvenient truths’,2006,PABLO H.,https://blogs.worldbank.org/psd/prioritizing-inconvenient-truths,Prioritizing ‘inconvenient truths’,
2827,Progress and persistence in gender equality: Reflections on the WDR 2012,2016,DANIEL NIKOLITS,https://blogs.worldbank.org/voices/progress-and-persistence-gender-equality-reflections-wdr-2012,Progress and persistence GE,
2828,"Progress, challenges in ending extreme poverty",2023,DANIEL GERSZON MAHLER,https://blogs.worldbank.org/opendata/progress-challenges-ending-extreme-poverty,"Progress, challenges in ending extreme poverty",
2824,Promoting literacy with mobile phones in rural Papua New Guinea,2014,MICHAEL TRUCANO,https://blogs.worldbank.org/edutech/promoting-literacy-mobile-phones-rural-papua-new-guinea,Promoting literacy with mobile phones in rural Papua New Guinea,
2825,Australia’s Wildfires and Climate Change Denial,2020,David Kyle Johnson,https://www.psychologytoday.com/us/blog/logical-take/202001/australia-s-wildfires-and-climate-change-denial,Psychology Today- Australia's wildfires,
2826,Betting a Ferrari on the Climate Crisis,2011,Jeremy E. Sherman,https://www.psychologytoday.com/us/blog/ambigamy/201107/betting-a-ferrari-on-the-climate-crisis,Psychology Today- Betting a ferrari,
2827,Blown Away By Climate Change?,2013,Shawn M. Burn,https://www.psychologytoday.com/us/blog/presence-of-mind/201305/blown-away-by-climate-change,Psychology Today- Blown away by climate change,
2828,"Captain Tom and Climate Change: The Psychology of Small Steps
",2021,Michael A. Smyer,https://www.psychologytoday.com/us/blog/growing-greener/202103/captain-tom-and-climate-change-the-psychology-small-steps,Psychology Today- captain tom,
2824,The Causes of Climate Change,2021,Ilan Kelman,https://www.psychologytoday.com/us/blog/disaster-choice/202102/the-causes-climate-change,Psychology Today- Causes of climate change,
2825,Climate Change and Diet,2018,Thomas Hills ,https://www.psychologytoday.com/us/blog/statistical-life/201810/climate-change-and-diet,Psychology today- CLimate change & diet,
